loan_amnt,term,int_rate,installment,grade,emp_length,annual_inc,issue_d,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,fico_score,initial_list_status_w,'application_type_Joint App',ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,diff_issue_d_earliest_cr_line,ratio_pub_rec_diff_issue_d_earliest_cr_line,ratio_pub_rec_bankruptcies_diff_issue_d_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not_Verified,verification_status_Source_Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,class
8400,36,9.76,270.1,2,2,85000,201512,22.26,200407,11,1,0,0,25,0,1,717,1,0,0.098824,0.44,137,0.007299,0.007299,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,60,11.99,400.31,3,10,72000,201512,33.58,199202,19,0,12248,41.1,40,2,0,727,1,0,0.25,0.475,286,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11000,60,8.39,225.1,1,5,60000,201407,16.84,200501,19,0,2136,8.7,25,1,0,792,1,0,0.183333,0.76,114,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,36,13.99,170.87,3,1,68357,201505,11.78,200207,9,0,4306,55.9,18,1,0,672,0,0,0.073145,0.5,154,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,36,10.99,491.01,2,5,40000,201411,24.84,200307,11,1,14999,42.9,22,0,0,702,0,0,0.375,0.5,136,0.007353,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15100,60,16.99,375.2,4,10,36000,201509,15.5,198907,12,1,3759,24.9,26,0,1,662,0,0,0.419444,0.461538,314,0.003185,0.003185,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6025,36,16.02,211.89,3,2,34199,201709,22.29,200902,18,0,11682,89.9,22,0,0,667,0,0,0.176175,0.818182,103,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32000,60,12.05,712.64,3,1,200000,201511,2.95,199405,13,0,13696,28.4,23,6,0,732,1,0,0.16,0.565217,258,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26000,60,16.55,639.9,4,0,60000,201504,30.38,200712,9,0,12041,47.8,12,1,0,712,1,0,0.433333,0.75,88,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,36,12.69,603.81,3,3,75000,201505,11.02,201011,13,0,8520,69.3,15,0,0,672,1,0,0.24,0.866667,54,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,36,14.07,1026.35,3,10,152000,201803,21.93,198504,10,0,5528,21.2,27,1,0,717,1,0,0.197368,0.37037,395,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,36,11.99,265.68,2,7,40000,201310,25.71,200612,7,0,10945,51.4,13,1,0,712,1,0,0.2,0.538462,82,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21000,36,7.91,657.2,1,10,70000,201512,28.09,198311,16,0,35337,66.9,26,1,0,722,0,0,0.3,0.615385,385,0,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,60,14.99,832.47,3,10,138456,201407,21,199510,7,0,6386,60.8,32,4,0,697,0,0,0.252788,0.21875,225,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10775,60,21.99,297.54,6,0,31000,201507,16.22,199909,6,1,2998,49.1,18,3,1,667,1,0,0.347581,0.333333,190,0.005263,0.005263,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18075,60,25.83,539.36,7,10,45300,201410,22.91,199806,14,0,11546,86.8,21,0,0,662,0,0,0.399007,0.666667,196,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,36,11.99,199.26,3,10,68000,201603,30.44,200206,13,1,11365,59.8,27,1,1,672,1,0,0.088235,0.481481,165,0.006061,0.006061,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17625,36,19.19,647.76,5,3,40000,201506,21.69,201111,8,0,18419,85.7,10,0,0,662,0,0,0.440625,0.8,43,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,60,16.99,869.66,4,10,104000,201504,15.66,199910,12,1,18377,89.2,14,1,1,662,1,0,0.336538,0.857143,186,0.005376,0.005376,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,36,14.49,172.09,3,2,48000,201410,37.38,199909,13,0,11335,77.1,26,2,0,712,0,0,0.104167,0.5,181,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11000,60,22.15,304.75,5,3,75000,201406,21.68,200004,14,0,27317,59.9,39,1,0,677,0,0,0.146667,0.358974,170,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27575,60,23.99,793.12,6,6,60000,201503,22.08,200502,10,0,169,0.5,16,0,0,707,0,0,0.459583,0.625,121,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,36,24.85,595.21,5,2,45000,201706,21.6,200705,10,0,15183,44.5,17,1,0,697,0,0,0.333333,0.588235,121,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35000,36,20.99,1318.45,5,10,103000,201405,30.63,198809,20,1,31498,75.4,38,2,1,682,0,0,0.339806,0.526316,308,0.003247,0.003247,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,36,11.99,265.68,3,6,55000,201604,20.4,200201,7,1,3754,83.4,11,1,0,667,1,0,0.145455,0.636364,171,0.005848,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16000,60,16.55,393.79,4,10,80000,201512,32.88,200007,10,1,9179,77.1,27,4,1,667,1,0,0.2,0.37037,185,0.005405,0.005405,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,60,10.99,260.85,2,5,42000,201504,14.97,200106,6,0,7752,66.8,22,0,0,717,1,0,0.285714,0.272727,166,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,60,16.99,869.66,4,6,85000,201702,27.08,199402,17,2,66609,64,24,1,1,662,1,0,0.411765,0.708333,276,0.007246,0.003623,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,60,16.29,734.18,3,9,86000,201302,25.7,200004,22,0,29467,86.7,35,7,0,707,0,0,0.348837,0.628571,154,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25000,60,17.09,622.53,4,0,65000,201709,22.51,197806,10,0,17959,68.8,40,3,0,672,1,0,0.384615,0.25,471,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,36,21.85,1143.39,4,3,50000,201803,30.53,200603,13,0,21520,56.3,20,0,0,687,0,1,0.6,0.65,144,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10050,36,14.33,345.1,3,9,44000,201211,33.93,199809,19,0,28686,63.2,39,3,0,672,0,0,0.228409,0.487179,170,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,60,12.69,790.82,3,10,775000,201504,4.28,199407,13,0,3640,7.3,29,5,0,757,1,0,0.045161,0.448276,249,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,60,15.61,241.12,4,2,84000,201508,12.4,200904,10,0,9429,57.1,12,1,0,667,1,0,0.119048,0.833333,76,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19200,60,17.27,479.97,4,6,62000,201602,20.79,199905,12,1,16737,47,27,0,1,692,1,0,0.309677,0.444444,201,0.004975,0.004975,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24800,60,16.99,616.22,4,3,70000,201410,16.5,199909,10,0,27295,62.6,19,2,0,672,0,0,0.354286,0.526316,181,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,36,13.99,1196.05,3,3,325000,201703,14.96,200705,21,0,31916,61.3,28,0,0,667,1,0,0.107692,0.75,118,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7200,36,7.39,223.61,1,1,67000,201603,22.08,200011,18,0,3787,21.5,41,1,0,667,1,0,0.107463,0.439024,184,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9500,36,7.26,294.47,1,6,63710,201507,16.91,199904,14,1,19057,30.5,19,0,0,712,0,0,0.149113,0.736842,195,0.005128,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9000,36,10.99,294.61,2,10,61000,201403,25.14,198901,13,0,12618,62.8,25,0,0,712,0,0,0.147541,0.52,302,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,36,9.99,580.73,2,5,52000,201507,16.41,200604,12,0,16045,75,20,1,0,697,1,0,0.346154,0.6,111,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16000,60,12.61,360.87,3,5,85000,201805,11.08,200510,9,0,2018,27.6,22,2,0,667,1,0,0.188235,0.409091,151,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,36,12.99,673.79,3,6,60000,201501,20.72,200406,11,0,16908,72.6,17,0,0,687,1,0,0.333333,0.647059,127,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10000,36,7.89,312.86,1,6,64000,201605,14.01,200108,14,1,4715,22.1,35,2,1,682,1,0,0.15625,0.4,177,0.00565,0.00565,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13200,36,12.69,442.8,3,9,30000,201505,23.84,200310,5,0,11269,85.4,14,0,0,667,1,0,0.44,0.357143,139,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,36,11.99,664.2,3,3,82000,201601,33.87,198609,14,0,23250,82.4,48,3,0,692,1,0,0.243902,0.291667,352,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25000,60,15.59,602.52,3,1,90000,201606,10.97,199507,13,1,1867,9.4,30,1,1,727,1,0,0.277778,0.433333,251,0.003984,0.003984,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,60,23.99,862.87,6,0,85000,201504,18.45,198804,30,1,18990,47.5,37,1,0,687,0,0,0.352941,0.810811,324,0.003086,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,36,20.2,558.99,5,8,110000,201405,9.79,200209,16,0,12699,50.5,32,3,0,667,1,0,0.136364,0.5,140,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9975,36,17.86,359.92,4,10,37000,201503,35.81,199012,8,0,14960,93.5,43,0,0,682,1,0,0.269595,0.186047,291,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27025,60,13.33,619.48,3,8,60000,201509,34.96,200012,12,1,17367,75.2,36,2,0,727,1,0,0.450417,0.333333,177,0.00565,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7600,36,14.99,263.42,3,10,55966,201501,29.89,200104,20,1,12937,21.2,31,3,0,692,0,0,0.135797,0.645161,165,0.006061,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5375,36,25.57,215.34,6,9,30000,201501,21.6,200306,12,0,48787,52.4,26,0,0,677,0,0,0.179167,0.461538,139,0,0,-1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2500,36,13.49,84.83,3,6,41000,201701,27.4,199905,16,1,6249,57.9,32,0,1,682,1,0,0.060976,0.5,212,0.004717,0.004717,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17600,60,12.99,400.37,3,10,125000,201502,12.62,199903,17,0,6041,16.4,29,2,0,722,1,0,0.1408,0.586207,191,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26375,60,13.11,601.6,2,10,60000,201306,12.76,198612,6,0,27591,80.3,23,4,0,717,0,0,0.439583,0.26087,318,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,36,7.97,112.77,1,5,85000,201706,17.99,200210,11,0,8134,28.9,16,0,0,667,1,0,0.042353,0.6875,176,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25000,36,15.61,874.12,4,3,60000,201504,28.92,200407,34,0,32576,39.4,50,4,0,682,1,0,0.416667,0.68,129,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35000,36,20.2,1304.3,5,4,120000,201407,24.12,198611,12,0,37740,64.3,19,0,0,662,1,0,0.291667,0.631579,332,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8500,36,9.17,270.98,2,9,46800,201504,11.82,200311,22,0,8226,17.7,32,0,0,722,1,0,0.181624,0.6875,137,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21600,60,12.29,483.66,3,8,65327,201503,18.34,199112,10,1,7110,49.7,30,1,1,677,1,0,0.330644,0.333333,279,0.003584,0.003584,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11000,60,19.19,286.5,5,10,55000,201507,17.7,200208,17,1,3580,67.5,37,0,0,662,1,0,0.2,0.459459,155,0.006452,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12750,60,26.77,387.58,7,2,46982,201508,22.86,201101,7,0,7318,81.3,8,0,0,662,1,0,0.271381,0.875,55,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,36,10.49,324.98,2,7,46000,201501,18.47,198505,24,0,17402,31.2,48,0,0,692,0,0,0.217391,0.5,356,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11650,60,17.57,293.12,4,9,58000,201512,34.38,200408,22,0,31979,65.4,51,0,0,672,1,0,0.200862,0.431373,136,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21000,60,21.98,579.76,5,10,80000,201306,30.27,200108,10,0,13407,66.4,25,4,0,692,0,0,0.2625,0.4,142,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,36,13.35,338.63,3,5,25000,201410,27.8,200706,18,0,11809,30,27,0,0,672,1,0,0.4,0.666667,88,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,36,13.59,407.75,3,10,140000,201801,13.51,198901,19,0,12857,71,30,12,0,692,0,0,0.085714,0.633333,348,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3000,36,16.99,106.95,4,10,120000,201509,9.71,200612,14,0,30928,92.3,16,1,0,667,0,0,0.025,0.875,105,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
11200,60,16.29,274.1,4,7,35000,201408,36.75,200908,10,0,4540,34.4,15,0,0,722,1,0,0.32,0.666667,60,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10650,36,13.99,363.95,3,1,45000,201503,31.84,200301,12,0,6387,32.3,39,4,0,732,1,0,0.236667,0.307692,146,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10800,60,16.99,268.35,4,7,135000,201702,16.57,199905,12,0,24131,45.4,32,2,0,692,1,0,0.08,0.375,213,0,0,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22350,60,18.55,574.26,5,10,58000,201508,20.79,199208,13,0,14955,48.9,41,3,0,722,1,0,0.385345,0.317073,276,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,60,20.99,540.96,5,9,117000,201511,23.8,200212,15,0,15424,62.4,46,5,0,672,1,0,0.17094,0.326087,155,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9600,36,8.18,301.63,2,3,110000,201504,11.29,199907,9,1,9570,56.6,17,0,1,667,1,0,0.087273,0.529412,189,0.005291,0.005291,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21000,36,9.17,669.46,2,10,100000,201511,13.98,197409,15,0,27485,51.3,32,6,0,662,1,0,0.21,0.46875,494,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000,36,12.62,134.05,3,8,88000,201707,20.77,200905,23,1,17799,28.6,29,2,1,697,1,0,0.045455,0.793103,98,0.010204,0.010204,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5000,36,7.21,154.87,1,3,45000,201708,21.97,199907,9,0,2596,11.7,23,0,0,742,1,0,0.111111,0.391304,217,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18225,60,17.27,455.59,4,10,48000,201606,17.43,199907,8,0,8163,97.2,21,2,0,667,1,0,0.379688,0.380952,203,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,60,15.61,361.67,3,10,73395,201403,33.03,200210,9,0,13252,77.5,20,0,0,692,0,0,0.204374,0.45,137,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12600,36,26.24,509.28,5,4,30000,201703,24,199206,7,0,10399,61.9,14,0,0,687,0,0,0.42,0.5,297,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19600,60,24.99,575.18,6,6,43659,201309,29.63,199908,22,0,3690,31.8,38,0,0,672,0,0,0.448934,0.578947,169,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,36,14.99,346.61,3,5,32000,201704,18.6,200608,7,0,10294,43.8,13,0,0,662,1,0,0.3125,0.538462,128,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20000,60,18.25,510.6,5,7,65000,201507,26.27,199705,7,0,9897,77.9,14,0,0,677,0,0,0.307692,0.5,218,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4000,36,11.22,131.38,2,10,70000,201512,4.47,199903,7,0,3956,12.9,19,2,0,662,0,0,0.057143,0.368421,201,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,36,14.52,206.59,3,3,80000,201806,34.49,200306,20,0,18658,47,30,3,0,697,1,0,0.075,0.666667,180,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3200,36,14.65,110.39,3,1,31200,201510,35.88,200012,13,0,10534,47.9,28,0,0,662,0,0,0.102564,0.464286,178,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000,36,12.69,335.45,3,10,65000,201504,10.01,200005,6,0,2861,92.3,18,0,0,662,0,0,0.153846,0.333333,179,0,0,-1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24000,60,18.55,616.65,4,10,80000,201311,25.43,197301,13,0,48944,58.6,27,5,0,667,0,0,0.3,0.481481,490,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10000,36,11.99,332.1,2,6,30000,201402,24.56,200002,16,1,10495,30.2,24,1,1,712,0,0,0.333333,0.666667,168,0.005952,0.005952,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,36,13.99,102.52,3,9,70400,201702,27.74,200609,15,1,9043,70.1,35,0,0,662,1,0,0.042614,0.428571,125,0.008,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,36,14.33,412.06,3,3,40000,201303,18.39,199412,12,0,18468,77.6,20,0,0,662,1,0,0.3,0.6,219,0,0,-1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,60,18.99,778.06,4,9,86000,201603,45.69,199401,23,0,29473,60.8,60,0,0,707,1,0,0.348837,0.383333,266,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7500,36,11.47,247.22,2,10,110000,201603,6.63,200009,8,1,1314,13.8,39,10,1,667,1,0,0.068182,0.205128,186,0.005376,0.005376,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8600,36,12.74,288.7,3,6,46000,201702,10.44,200606,7,0,5142,56.5,11,0,0,662,1,0,0.186957,0.636364,128,0,0,-1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19825,60,18.25,506.13,5,2,45076,201506,30.07,200212,9,1,19964,58,15,1,0,682,0,0,0.439813,0.6,150,0.006667,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,60,17.57,301.93,4,10,79000,201404,29.42,199808,13,0,14892,64.2,18,0,0,692,0,0,0.151899,0.722222,188,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5550,36,12.69,186.18,3,6,28900,201507,10.51,199701,8,0,38874,34.7,19,3,0,677,1,0,0.192042,0.421053,222,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18650,36,12.39,622.93,3,1,65000,201412,22.53,200710,10,0,9263,61.3,22,0,0,687,0,0,0.286923,0.454545,86,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22125,60,19.52,580.29,5,5,65000,201504,32.33,200307,14,0,12144,52.1,40,3,0,687,0,0,0.340385,0.35,141,0,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,36,8.18,377.04,2,10,86000,201512,24.73,199405,13,0,38646,65.6,23,1,0,712,0,0,0.139535,0.565217,259,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13475,36,15.31,469.17,3,2,53000,201211,16.55,199606,14,0,34681,79.2,30,4,0,682,0,0,0.254245,0.466667,197,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16800,60,17.27,419.97,4,10,40000,201603,36.18,199801,14,1,9906,41.6,35,3,1,677,1,0,0.42,0.4,218,0.004587,0.004587,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,36,19.53,553.87,4,5,50000,201602,23.08,200410,16,0,14161,35.6,28,0,0,692,0,0,0.3,0.571429,136,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15350,36,24.99,610.24,6,10,51688,201401,17,199612,8,0,12171,95.1,16,0,0,662,1,0,0.296974,0.5,205,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12500,36,12.59,418.72,3,3,121588,201511,12.16,199907,12,1,5014,28,23,3,1,722,1,0,0.102806,0.521739,196,0.005102,0.005102,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12800,60,15.99,311.21,3,2,72000,201702,21.24,200811,8,0,1811,82.3,19,0,0,682,1,0,0.177778,0.421053,99,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35000,60,20.2,931.19,4,10,90000,201312,11.49,200311,8,0,4922,69.3,27,5,0,682,0,0,0.388889,0.296296,121,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,36,8.24,314.48,2,10,90000,201701,20.35,200002,12,0,19094,39,28,0,0,722,0,0,0.111111,0.428571,203,0,0,-1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25000,36,7.35,775.94,1,2,89000,201707,1.11,200304,5,0,5055,22.5,13,2,0,742,0,0,0.280899,0.384615,171,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23000,60,15.05,547.78,3,4,50000,201706,18.63,199701,6,0,20605,84.8,11,0,0,702,1,0,0.46,0.545455,245,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14400,60,9.17,300.11,2,10,70000,201504,13.42,200108,7,0,13321,64.7,17,1,0,707,0,0,0.205714,0.411765,164,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4000,36,13.59,135.92,3,5,24000,201706,13.05,198702,7,1,2868,63.7,38,1,1,662,1,0,0.166667,0.184211,364,0.002747,0.002747,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8000,36,6.89,246.62,1,5,32000,201507,15.73,198211,16,0,20400,33.5,33,1,0,737,1,0,0.25,0.484848,392,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8400,36,9.16,267.75,2,3,42000,201606,12.26,200611,8,0,5017,59,10,1,0,662,1,0,0.2,0.8,115,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3375,36,13.98,115.32,3,1,32000,201410,21.34,199708,8,1,4949,61,13,0,1,672,1,0,0.105469,0.615385,206,0.004854,0.004854,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
