dur,proto_tcp,proto_udp,proto_other,service_none,service_http,service_dns,service_other,state_FIN,state_INT,state_other,sbytes,dbytes,rate,sloss,dloss,sjit,djit,swin,stcpb,dtcpb,dwin,smean,dmean,trans_depth,ct_srv_src,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,label
0.00002,0,1,0,0,0,1,0,0,0,1,0.000008,0.000023,0.002521,0,0,0,0,0,0,0,0,0.025153,0.055556,0,0.032258,0,0,0,0,0,0.081967,0
0.288068,1,0,0,0,1,0,0,1,0,0,0.000096,0.000116,0.000001,0.000501,0.000761,0.140032,0.028637,1,0.33866,0.839484,1,0.0707,0.056241,0.5,0.032258,0,0.040816,0,0.064516,0.061224,0,0
0.000018,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002793,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.016129,0.020408,0,0,0,0,0.04918,0
0.011385,0,1,0,1,0,0,0,0,0,1,0.00005,0.000044,0.00001,0,0,0.000165,0.001578,0,0,0,0,0.077498,0.053498,0,0.129032,0.040816,0.020408,0,0.048387,0.061224,0.262295,0
0.000019,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002643,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0,0.020408,0,0,0.016129,0.020408,0.016393,0
0.000134,1,0,0,1,0,0,0,1,0,0,0.00037,0.000347,0.004366,0.001753,0.002665,0.000016,0.000003,1,0.95286,0.453113,1,0.129844,0.093278,0,0.129032,0.061224,0,0,0.064516,0.122449,0.065574,0
0.000065,1,0,0,0,1,0,0,1,0,0,0.000095,0.000116,0.004341,0.000501,0.000761,0.000023,0.000003,1,0.227377,0.227638,1,0.069341,0.056241,0.5,0.016129,0.020408,0,0,0,0.020408,0.032787,0
0.000016,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.003112,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.016129,0.469388,0.020408,0,0.096774,0.244898,0.016393,0
0.000223,1,0,0,1,0,0,0,1,0,0,0.000142,0.000232,0.002472,0.001002,0.001523,0.000041,0.000007,1,0.225275,0.727365,1,0.046227,0.062414,0,0.16129,0.183673,0.102041,0,0.096774,0.163265,0.131148,0
0,0,1,0,1,0,0,0,0,1,0,0.000101,0,0.090909,0,0,0,0,0,0,0,0,0.35826,0,0,0.016129,0.020408,0.020408,0,0.016129,0.040816,0.016393,0
0.000079,0,1,0,1,0,0,0,0,0,1,0.00005,0.000044,0.001485,0,0,0.000001,0.000007,0,0,0,0,0.077498,0.053498,0,0.080645,0.163265,0.020408,0.022222,0.096774,0.061224,0.163934,0
0.005183,1,0,0,1,0,0,0,1,0,0,0.000362,0.002693,0.000325,0.002755,0.00571,0.000484,0.003469,1,0.490124,0.989802,1,0.033311,0.251715,0,0.145161,0.081633,0,0,0.016129,0.061224,0.131148,0
0.00002,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002523,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.032258,0.081633,0,0,0,0,0.032787,0
0.000001,0,1,0,1,0,0,0,0,1,0,0.000043,0,0.017241,0,0,0,0,0,0,0,0,0.152277,0,0,0.580645,0.734694,0.734694,0.8,0.580645,0.734694,0.590164,0
0,1,0,0,1,0,0,0,0,0,1,0.000004,0,0.333333,0.00025,0,0,0,1,0,0,0,0.011557,0,0,0,0,0,0,0,0,0.04918,0
0.016782,1,0,0,0,1,0,0,1,0,0,0.000156,0.001435,0.000031,0.000751,0.001903,0.006002,0.038464,1,0.154493,0.655288,1,0.062542,0.387517,0.5,0,0.061224,0,0,0.032258,0.102041,0.016393,0
0.083726,1,0,0,1,0,0,0,1,0,0,0.000739,0.002187,0.000049,0.007513,0.012181,0.001637,0.011736,1,0.881232,0.38645,1,0.024473,0.084362,0,0.209677,0.040816,0,0,0,0.163265,0.081967,0
0.000017,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002938,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.016129,0.061224,0.020408,0,0,0.040816,0.032787,0
0.000017,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002959,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.032258,0.081633,0.020408,0,0.016129,0.102041,0.04918,0
0.013987,1,0,0,1,0,0,0,1,0,0,0.00009,0.000038,0.000018,0.000501,0.000381,0.002904,0.001006,1,0.068757,0.937,1,0.048266,0.030864,0,0.080645,0.020408,0.020408,0.022222,0.064516,0.020408,0.098361,0
0.000093,1,0,0,1,0,0,0,1,0,0,0.000191,0.00035,0.008075,0.001503,0.002284,0.000011,0.000065,1,0.69768,0.697801,1,0.044188,0.070645,0,0.177419,0.122449,0.020408,0,0.016129,0.020408,0.163934,0
0.000027,0,1,0,1,0,0,0,0,0,1,0.000047,0.000043,0.004316,0,0,0,0.000001,0,0,0,0,0.073419,0.052126,0,0.145161,0.040816,0,0,0.048387,0.081633,0.229508,0
0.013514,1,0,0,0,1,0,0,1,0,0,0.000074,0.000183,0.000021,0.000501,0.000761,0.003409,0.000863,1,0.853602,0.027615,1,0.03671,0.111111,0.5,0.048387,0,0.020408,0,0.032258,0.040816,0.032787,0
0.000018,0,1,0,0,0,1,0,0,0,1,0.000008,0.000023,0.002791,0,0,0,0,0,0,0,0,0.025153,0.055556,0,0.048387,0,0.020408,0,0,0.081633,0.016393,0
0.016747,1,0,0,0,1,0,0,1,0,0,0.000146,0.001435,0.000029,0.000751,0.001903,0.006525,0.038462,1,0.171715,0.171966,1,0.0707,0.387517,0.5,0.016129,0.061224,0,0,0,0.020408,0.032787,0
0.000103,1,0,0,0,0,0,1,1,0,0,0.00035,0.000773,0.00886,0.001753,0.002665,0.000009,0.000002,1,0.940341,0.439928,1,0.060503,0.156379,0,0,0.040816,0,0,0,0.040816,0,0
0.000101,1,0,0,0,0,0,1,1,0,0,0.00035,0.000773,0.009062,0.001753,0.002665,0.000008,0.000002,1,0.249998,0.250088,1,0.060503,0.156379,0,0,0.020408,0,0,0.016129,0.040816,0.016393,0
0.002008,1,0,0,1,0,0,0,0,0,1,0.000089,0.000012,0.000058,0.000501,0.000381,0.001101,0,1,0.901583,0.913243,1,0.092454,0.029492,0,0.16129,0.102041,0.102041,0,0.16129,0.102041,0.163934,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000018,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.00283,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.032258,0.020408,0,0,0,0.040816,0.04918,0
0.001016,1,0,0,1,0,0,0,1,0,0,0.000399,0.008964,0.002378,0.001753,0.01142,0.000037,0.000262,1,0.240052,0.739717,1,0.021074,0.588477,0,0.16129,0.040816,0,0,0,0.102041,0.114754,0
0.000465,1,0,0,1,0,0,0,1,0,0,0.000277,0.004664,0.003477,0.001753,0.006852,0.000027,0.00019,1,0.066851,0.572802,1,0.023114,0.453361,0,0.129032,0.040816,0,0,0,0.020408,0.163934,0
0.016772,1,0,0,0,1,0,0,1,0,0,0.000146,0.001435,0.000029,0.000751,0.001903,0.006525,0.038453,1,0.374349,0.37462,1,0.0707,0.387517,0.5,0,0.020408,0,0,0.032258,0.020408,0.016393,0
0.016765,1,0,0,0,1,0,0,1,0,0,0.000146,0.001435,0.000029,0.000751,0.001903,0.006526,0.038459,1,0.734231,0.23398,1,0.0707,0.387517,0.5,0,0.081633,0,0,0,0.040816,0,0
0.000083,1,0,0,1,0,0,0,1,0,0,0.000136,0.000244,0.007027,0.001252,0.001523,0,0.000003,1,0.187753,0.688384,1,0.026513,0.084362,0,0.016129,0,0,0,0,0,0.032787,0
0.000097,1,0,0,1,0,0,0,1,0,0,0.000178,0.000609,0.007768,0.001503,0.002284,0.000011,0.000065,1,0.691851,0.192397,1,0.040109,0.123457,0,0.032258,0.040816,0,0,0.048387,0.020408,0.081967,0
0.000344,1,0,0,1,0,0,0,1,0,0,0.000298,0.005515,0.005084,0.001753,0.007613,0.000015,0.000105,1,0.293242,0.793887,1,0.022434,0.496571,0,0.064516,0.020408,0,0,0,0.040816,0.016393,0
0.012113,1,0,0,0,0,0,1,1,0,0,0.00035,0.000773,0.000076,0.001753,0.002665,0.000944,0.000199,1,0.053457,0.053532,1,0.060503,0.156379,0,0,0,0,0,0,0.040816,0,0
0.015551,1,0,0,1,0,0,0,1,0,0,0.001121,0.068467,0.000633,0.004758,0.066235,0.000878,0.004639,1,0.320521,0.822327,1,0.020394,0.857339,0,0.16129,0.081633,0,0,0.112903,0.081633,0.163934,0
0.162413,1,0,0,1,0,0,0,1,0,0,0.002449,0.154514,0.000135,0.009517,0.148458,0.006115,0.032708,1,0.577487,0.579901,1,0.019035,0.875171,0,0.048387,0.102041,0.020408,0,0.064516,0.040816,0.163934,0
0.026319,1,0,0,1,0,0,0,1,0,0,0.000142,0.000232,0.000021,0.001002,0.001523,0.004969,0.000858,1,0.207097,0.743229,1,0.046227,0.062414,0,0.112903,0.285714,0.102041,0,0.032258,0.102041,0.245902,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.000008,0,0,0,0,0,0.012237,0,0,0,0,0,0,0,0,0,0
0.008644,1,0,0,0,1,0,0,1,0,0,0.000078,0.000155,0.000033,0.000501,0.000761,0.002051,0.000633,1,0.279271,0.331997,1,0.040109,0.09465,0,0.016129,0,0,0,0.016129,0,0.016393,0
0.000233,1,0,0,1,0,0,0,1,0,0,0.000208,0.001905,0.004942,0.001753,0.004187,0.000022,0.000156,1,0.06297,0.063038,1,0.025833,0.257202,0,0.080645,0,0,0,0,0.081633,0.016393,0
0.000016,0,1,0,0,0,1,0,0,0,1,0.000008,0.000023,0.003058,0,0,0,0,0,0,0,0,0.025153,0.055556,0,0.048387,0,0,0,0.016129,0.020408,0.065574,0
0.000056,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.000894,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0,0.081633,0,0,0,0.040816,0.065574,0
0,0,1,0,1,0,0,0,0,1,0,0.000003,0,0.25,0,0,0,0,0,0,0,0,0.007478,0,0,0.225806,0,0,0,0.225806,0,0.229508,0
0.011061,1,0,0,1,0,0,0,0,0,1,0.000089,0.000012,0.000011,0.000501,0.000381,0.00527,0,1,0.732759,0.813663,1,0.092454,0.029492,0,0.080645,0.040816,0.040816,0,0.080645,0.040816,0.081967,0
0.000067,1,0,0,0,0,0,1,1,0,0,0.000026,0.000258,0.003239,0.00025,0.000761,0.000025,0.000003,1,0.352814,0.353774,1,0.016995,0.156379,0,0.032258,0.061224,0,0,0.048387,0.122449,0.032787,0
0.001054,1,0,0,1,0,0,0,1,0,0,0.000277,0.004664,0.001534,0.001753,0.006852,0.000054,0.000384,1,0.532621,0.03744,1,0.023114,0.453361,0,0.096774,0.122449,0,0,0.016129,0.061224,0.180328,0
0,0,1,0,1,0,0,0,0,1,0,0.000097,0,0.25,0,0,0,0,0,0,0,0,0.342624,0,0,0.580645,0.163265,0.163265,0,0.580645,0.163265,0.590164,0
0,0,1,0,1,0,0,0,0,1,0,0.000065,0,0.090909,0,0,0,0,0,0,0,0,0.227056,0,0,1,0.122449,0.122449,0,1,0.142857,1,0
0.000075,0,1,0,1,0,0,0,0,0,1,0.00005,0.000044,0.001551,0,0,0.000001,0.000007,0,0,0,0,0.077498,0.053498,0,0.16129,0.102041,0.040816,0,0.032258,0.183673,0.098361,0
0.002831,1,0,0,1,0,0,0,1,0,0,0.000182,0.000326,0.000265,0.001503,0.002284,0.00034,0.002379,1,0.475057,0.475185,1,0.041468,0.065844,0,0.048387,0.020408,0.020408,0,0,0.020408,0.081967,0
0.008363,1,0,0,0,0,0,1,1,0,0,0.00035,0.000773,0.00011,0.001753,0.002665,0,0.000135,1,0.824811,0.32438,1,0.060503,0.156379,0,0.048387,0,0,0,0.016129,0.142857,0.016393,0
0.001936,0,1,0,1,0,0,0,0,0,1,0.000047,0.000043,0.00006,0,0,0.000032,0.000246,0,0,0,0,0.073419,0.052126,0,0.048387,0.040816,0,0,0.048387,0.040816,0.065574,0
0.01593,1,0,0,1,0,0,0,1,0,0,0.000901,0.00005,0.000024,0.001252,0.000381,0.003351,0.000965,1,0.68632,0.966625,1,0.385452,0.030178,0,0.048387,0.020408,0.020408,0.022222,0.048387,0.020408,0.04918,0
0.000125,0,1,0,1,0,0,0,0,0,1,0.000045,0.000043,0.000931,0,0,0.000002,0.000002,0,0,0,0,0.069341,0.052126,0,0.112903,0.040816,0,0,0.032258,0.040816,0.098361,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000651,1,0,0,1,0,0,0,1,0,0,0.000238,0.003318,0.002073,0.001753,0.005329,0,0.000319,1,0.483603,0.492365,1,0.024473,0.384088,0,0.080645,0,0,0,0.016129,0.020408,0.032787,0
0.000299,1,0,0,1,0,0,0,1,0,0,0.000142,0.000232,0.001838,0.001002,0.001523,0.000049,0.000011,1,0.536349,0.537575,1,0.046227,0.062414,0,0.209677,0.204082,0.102041,0,0.16129,0.244898,0.213115,0
0.001566,1,0,0,1,0,0,0,1,0,0,0.00034,0.006449,0.001288,0.001753,0.009136,0.00006,0.000434,1,0.793489,0.800342,1,0.021754,0.505487,0,0.290323,0.040816,0,0,0.048387,0.040816,0.114754,0
0.000018,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002854,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.048387,0.020408,0,0,0,0.020408,0,0
0.000029,0,1,0,1,0,0,0,0,0,1,0.000047,0.000043,0.003993,0,0,0,0.000002,0,0,0,0,0.07206,0.052126,0,0.145161,0.061224,0,0,0.048387,0.040816,0.147541,0
0.005443,1,0,0,0,0,0,1,1,0,0,0.0009,0.001736,0.000677,0.006511,0.011801,0.000135,0.000954,1,0.90481,0.90593,1,0.040789,0.074074,0,0,0.020408,0,0,0,0.040816,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000016,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.003064,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.032258,0.020408,0,0,0,0.020408,0.032787,0
0.000398,1,0,0,1,0,0,0,1,0,0,0.000338,0.006904,0.005068,0.001753,0.009136,0,0.000106,1,0.519155,0.52262,1,0.021754,0.541152,0,0.016129,0.020408,0,0,0,0.081633,0.032787,0
0.001181,1,0,0,1,0,0,0,1,0,0,0.000378,0.008392,0.001934,0.001753,0.010659,0,0.000331,1,0.714123,0.217585,1,0.021074,0.582305,0,0.080645,0.040816,0,0,0,0.040816,0.081967,0
0.000773,1,0,0,0,0,0,1,1,0,0,0.000026,0.000258,0.00028,0.00025,0.000761,0.000439,0.000079,1,0.740819,0.791879,1,0.016995,0.156379,0,0.048387,0.020408,0,0,0.032258,0.081633,0.032787,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0,0,0,0,0,0,0,0
0.000045,1,0,0,0,0,0,1,1,0,0,0.000026,0.000263,0.004779,0.00025,0.000761,0.000018,0.000003,1,0.040926,0.541381,1,0.016995,0.159808,0,0.080645,0.122449,0,0,0.080645,0.081633,0.032787,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.010106,1,0,0,1,0,0,0,1,0,0,0.00005,0.000038,0.000025,0.000501,0.000381,0.002304,0.000805,1,0.256349,0.81451,1,0.019714,0.030864,0,0.112903,0.020408,0.020408,0,0.096774,0.020408,0.098361,0
0.029403,1,0,0,1,0,0,0,1,0,0,0.000119,0.00005,0.00001,0.000501,0.000381,0.007277,0.00188,1,0.06198,0.654939,1,0.068661,0.030178,0,0.032258,0,0,0,0.016129,0,0.016393,0
0.002365,1,0,0,1,0,0,0,1,0,0,0.000458,0.01067,0.001191,0.001753,0.013704,0,0.000475,1,0.332948,0.334854,1,0.020394,0.602881,0,0.080645,0.081633,0,0,0.016129,0.061224,0.131148,0
0.016832,1,0,0,0,1,0,0,1,0,0,0.000156,0.001435,0.000031,0.000751,0.001903,0.006002,0.038455,1,0.524161,0.524438,1,0.062542,0.387517,0.5,0.016129,0.081633,0,0,0.048387,0.102041,0.032787,0
0.000797,1,0,0,1,0,0,0,1,0,0,0.000369,0.008112,0.002781,0.001753,0.010278,0,0.000226,1,0.956596,0.460196,1,0.021074,0.579561,0,0.032258,0.061224,0,0,0.016129,0.081633,0.081967,0
0.000773,1,0,0,0,0,0,1,1,0,0,0.000026,0.000272,0.00028,0.00025,0.000761,0.000439,0.000079,1,0.104647,0.608002,1,0.016995,0.165295,0,0.032258,0.081633,0,0,0.048387,0.081633,0.032787,0
0.000111,1,0,0,1,0,0,0,1,0,0,0.000178,0.000609,0.00678,0.001503,0.002284,0.000013,0.000071,1,0.492519,0.993178,1,0.040109,0.123457,0,0.016129,0.061224,0,0,0,0,0.131148,0
0.001884,1,0,0,1,0,0,0,1,0,0,0.000378,0.008392,0.001212,0.001753,0.010659,0,0.000451,1,0.435526,0.938384,1,0.021074,0.582305,0,0.193548,0,0,0,0.032258,0.081633,0.180328,0
0.005411,1,0,0,0,0,0,1,1,0,0,0.00035,0.000773,0.000169,0.001753,0.002665,0,0.000094,1,0.134535,0.634211,1,0.060503,0.156379,0,0,0.142857,0,0,0.064516,0.040816,0.016393,0
0.000319,1,0,0,1,0,0,0,1,0,0,0.000238,0.003318,0.004229,0.001753,0.005329,0,0.00013,1,0.501905,0.507207,1,0.024473,0.384088,0,0.016129,0.040816,0,0,0.016129,0.020408,0.114754,0
0.016768,1,0,0,0,1,0,0,1,0,0,0.000146,0.001435,0.000029,0.000751,0.001903,0.006525,0.038458,1,0.449232,0.950065,1,0.0707,0.387517,0.5,0.032258,0,0.040816,0,0,0.142857,0,0
0,0,1,0,1,0,0,0,0,1,0,0.000003,0,0.111111,0,0,0,0,0,0,0,0,0.007478,0,0,0.225806,0.081633,0.020408,0,0.225806,0.081633,0.229508,0
0.000069,1,0,0,1,0,0,0,1,0,0,0.000136,0.000244,0.008422,0.001252,0.001523,0.000008,0.000002,1,0.951215,0.950385,1,0.026513,0.084362,0,0.064516,0.081633,0,0,0.032258,0,0.032787,0
0.001014,1,0,0,1,0,0,0,1,0,0,0.000277,0.004664,0.001594,0.001753,0.006852,0.000056,0.000394,1,0.352785,0.857652,1,0.023114,0.453361,0,0.096774,0.020408,0,0,0.048387,0.040816,0.081967,0
0.000982,1,0,0,1,0,0,0,1,0,0,0.000136,0.000244,0.000594,0.001252,0.001523,0.000243,0.000069,1,0.15218,0.651842,1,0.026513,0.084362,0,0.096774,0.020408,0.040816,0,0,0.102041,0.016393,0
0.010225,1,0,0,0,1,0,0,1,0,0,0.000077,0.000155,0.000028,0.000501,0.000761,0.002592,0.000664,1,0.824051,0.844713,1,0.038749,0.093964,0.5,0.032258,0,0,0,0.032258,0.367347,0.032787,0
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.016315,0,0,0.112903,0.020408,0.020408,0,0.112903,0.020408,0.114754,0
0.014035,1,0,0,1,0,0,0,1,0,0,0.000097,0.000108,0.000025,0.000751,0.000761,0.0025,0.00078,1,0.884469,0.080323,1,0.032631,0.065158,0,0.129032,0,0,0,0,0.040816,0,0
0.000066,1,0,0,0,0,0,1,1,0,0,0.000026,0.00027,0.003301,0.00025,0.000761,0.000029,0.000004,1,0.59905,0.100401,1,0.016995,0.163923,0,0.032258,0.081633,0,0,0.080645,0.142857,0.032787,0
0.021561,1,0,0,0,0,0,1,1,0,0,0.000275,0.000528,0.000081,0.002755,0.00571,0.001453,0.000338,1,0.419266,0.938543,1,0.019035,0.047325,0,0.016129,0.061224,0.020408,0,0.064516,0.122449,0,0
0.009749,1,0,0,0,0,0,1,1,0,0,0.000845,0.000045,0.000032,0.001002,0.000381,0.002612,0.000784,1,0.750645,0.884839,1,0.414684,0.036351,0,0.048387,0.020408,0,0,0.048387,0.102041,0.032787,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0,0,0,0,0,0,0,0
0.001784,1,0,0,1,0,0,0,1,0,0,0.00074,0.00216,0.002308,0.007513,0.012181,0.00006,0.000413,1,0.84844,0.348192,1,0.024473,0.08299,0,0.080645,0.081633,0,0,0.016129,0.020408,0.065574,0
0.00045,1,0,0,0,0,0,1,1,0,0,0.003594,0.000477,0.003519,0.004758,0.003045,0.000019,0.000006,1,0.715989,0.716292,1,0.456832,0.05487,0,0,0,0,0,0,0.040816,0,0
0.021065,1,0,0,0,1,0,0,1,0,0,0.000156,0.001435,0.000025,0.000751,0.001903,0.006565,0.04206,1,0.034794,0.042171,1,0.062542,0.387517,0.5,0.048387,0.040816,0.020408,0,0.016129,0.081633,0,0
0.001971,1,0,0,1,0,0,0,1,0,0,0.000191,0.00035,0.000381,0.001503,0.002284,0,0.002066,1,0.463438,0.963113,1,0.044188,0.070645,0,0.048387,0.020408,0,0,0.016129,0,0.016393,0
0.204192,1,0,0,1,0,0,0,0,0,1,0.000013,0,0,0.000751,0,0.003954,0,1,0,0,0,0.011557,0,0,0.193548,0.244898,0.020408,0.022222,0.193548,0.244898,0.196721,0
0.000671,1,0,0,1,0,0,0,1,0,0,0.000107,0.000334,0.000671,0.001002,0.001523,0.000181,0.000038,1,0.666107,0.166649,1,0.03739,0.115912,0,0.080645,0.102041,0.020408,0,0.016129,0.081633,0.114754,0
0.016767,1,0,0,0,1,0,0,1,0,0,0.000156,0.001435,0.000031,0.000751,0.001903,0.006002,0.038459,1,0.071713,0.572894,1,0.062542,0.387517,0.5,0.016129,0,0,0,0.016129,0.040816,0.016393,0
0.000017,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002885,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.032258,0.020408,0.020408,0,0.032258,0.061224,0.032787,0
0.004764,1,0,0,1,0,0,0,1,0,0,0.000142,0.000232,0.000115,0.001002,0.001523,0.000814,0.000152,1,0.553834,0.062759,1,0.046227,0.062414,0,0.112903,0.102041,0.040816,0,0.096774,0.122449,0.081967,0
0.018794,1,0,0,0,1,0,0,1,0,0,0.000156,0.001435,0.000027,0.000751,0.001903,0.006624,0.042465,1,0.409412,0.410001,1,0.062542,0.387517,0.5,0.048387,0.061224,0,0,0.080645,0.020408,0.032787,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.000011,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000213,1,0,0,1,0,0,0,1,0,0,0.000239,0.003269,0.006331,0.001753,0.005329,0.000012,0.000087,1,0.791243,0.795855,1,0.024473,0.377915,0,0.112903,0.020408,0,0,0.032258,0,0.147541,0
0.001747,1,0,0,1,0,0,0,1,0,0,0.000429,0.010276,0.001497,0.001753,0.012562,0.000054,0.000382,1,0.557541,0.557662,1,0.020394,0.624143,0,0.290323,0.061224,0,0,0.048387,0.387755,0.098361,0
0,0,1,0,1,0,0,0,0,1,0,0.000003,0,0.111111,0,0,0,0,0,0,0,0,0.007478,0,0,0.193548,0,0,0,0.064516,0.040816,0.065574,0
0.004907,1,0,0,0,0,0,1,1,0,0,0.000036,0.001245,0.000065,0.00025,0.001523,0.001768,0.010264,1,0.062317,0.093048,1,0.016995,0.504115,0,0.032258,0.040816,0,0,0.032258,0.020408,0.032787,0
0.012054,1,0,0,1,0,0,0,1,0,0,0.000046,0.000038,0.000021,0.000501,0.000381,0.002754,0.000978,1,0.033257,0.634049,1,0.016995,0.030864,0,0.080645,0,0,0,0.064516,0.020408,0.081967,0
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.2,0,0,0,0,0,0,0,0,0.016315,0,0,0.080645,0.040816,0.020408,0,0.064516,0.020408,0.147541,0
0.015108,1,0,0,0,0,0,1,1,0,0,0.000275,0.000528,0.000116,0.002755,0.00571,0.000985,0.000265,1,0.75956,0.759863,1,0.019035,0.047325,0,0.016129,0.102041,0,0,0.048387,0.102041,0,0
0.046546,1,0,0,0,1,0,0,1,0,0,0.000074,0.000164,0.000007,0.000501,0.000761,0.014879,0.003716,1,0.277299,0.939752,1,0.03671,0.079561,0.5,0.016129,0,0,0,0.016129,0.020408,0.016393,0
0.016916,1,0,0,0,1,0,0,1,0,0,0.000156,0.001435,0.000031,0.000751,0.001903,0.006002,0.038456,1,0.540931,0.040787,1,0.062542,0.387517,0.5,0.048387,0.040816,0.040816,0.022222,0.016129,0.142857,0.04918,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000325,1,0,0,0,1,0,0,1,0,0,0.000095,0.000116,0.000872,0.000501,0.000761,0.000109,0.000021,1,0.985009,0.98587,1,0.069341,0.056241,0.5,0.016129,0.020408,0.020408,0.022222,0.016129,0.040816,0.032787,0
0.000409,1,0,0,1,0,0,0,1,0,0,0.000338,0.006904,0.004934,0.001753,0.009136,0.000015,0.000109,1,0.980185,0.983688,1,0.021754,0.541152,0,0.274194,0,0,0,0,0.020408,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000019,0,1,0,0,0,1,0,0,0,1,0.00001,0.000025,0.002691,0,0,0,0,0,0,0,0,0.030591,0.061043,0,0.080645,0.061224,0.020408,0,0,0.020408,0.065574,0
0.000431,1,0,0,1,0,0,0,1,0,0,0.000277,0.004664,0.003748,0.001753,0.006852,0.000023,0.000166,1,0.470013,0.977239,1,0.023114,0.453361,0,0.112903,0.020408,0,0,0.016129,0.122449,0.065574,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.012237,0,0,0.016129,0.020408,0.020408,0.022222,0.016129,0.020408,0.016393,0
0.000063,1,0,0,0,1,0,0,1,0,0,0.000096,0.000116,0.004477,0.000501,0.000761,0.000022,0.000003,1,0.447602,0.44788,1,0.0707,0.056241,0.5,0,0.020408,0,0,0,0.183673,0,0
0.00072,1,0,0,1,0,0,0,1,0,0,0.000228,0.002719,0.001782,0.001753,0.004949,0,0.000324,1,0.401246,0.415789,1,0.024473,0.33059,0,0.032258,0.102041,0,0,0,0.020408,0.213115,0
0.000402,1,0,0,0,0,0,1,1,0,0,0.003542,0.000462,0.003772,0.004508,0.003045,0.000019,0.000007,1,0.22023,0.720064,1,0.468389,0.056241,0,0,0,0,0,0,0.020408,0,0
0,0,1,0,1,0,0,0,0,1,0,0.000006,0,0.333333,0,0,0,0,0,0,0,0,0.016315,0,0,0.048387,0,0,0,0.048387,0,0.04918,0
0.016261,1,0,0,1,0,0,0,1,0,0,0.000439,0.00005,0.000019,0.000751,0.000381,0.003677,0.000969,1,0.933535,0.837902,1,0.244731,0.030178,0,0.016129,0,0,0,0,0,0,0
0.000359,1,0,0,0,0,0,1,1,0,0,0.003537,0.000477,0.004318,0.004508,0.003045,0.000016,0.000004,1,0.790623,0.790925,1,0.467709,0.05487,0,0,0,0,0,0.048387,0.040816,0,0
